"PCoA1","PCoA2","SampleID","City","Environment","Analysis","ARG_richness","Total_ARG_count","Number_of_samples"
-0.247752653394085,-0.19455003219784,"Lisbon_Sewage","Lisbon","Sewage","Combined_ARG_group",104,23692,4
-0.0624617690619884,-0.356640860927967,"Barcelona_Sewage","Barcelona","Sewage","Combined_ARG_group",54,8616,5
-0.129732789860149,-0.233839718459936,"Berlin_Sewage","Berlin","Sewage","Combined_ARG_group",68,12124,5
-0.4743516504033,0.224619610048175,"Hong_Kong_Sewage","Hong_Kong","Sewage","Combined_ARG_group",237,23381,2
-0.213767367524742,-0.212378417613438,"Porto_Sewage","Porto","Sewage","Combined_ARG_group",89,21153,4
-0.20949942010783,-0.183654123207722,"Santiago_Sewage","Santiago","Sewage","Combined_ARG_group",77,19927,5
-0.472037911003684,0.215247091035915,"Singapore_Sewage","Singapore","Sewage","Combined_ARG_group",237,32266,5
-0.10109577227621,-0.37771920209983,"Sofia_Sewage","Sofia","Sewage","Combined_ARG_group",58,19903,5
-0.438990192820531,0.191764752267379,"Taipei_Sewage","Taipei","Sewage","Combined_ARG_group",203,23348,4
-0.196169582462677,-0.206909041441114,"Vienna_Sewage","Vienna","Sewage","Combined_ARG_group",90,20745,5
-0.43616827153428,0.269280501474573,"Bogota_Sewage","Bogota","Sewage","Combined_ARG_group",182,8184,1
-0.454619960963089,0.251206389404566,"Hanoi_Sewage","Hanoi","Sewage","Combined_ARG_group",213,41732,1
-0.0952559695963835,-0.122414528167308,"Ilorin_Sewage","Ilorin","Sewage","Combined_ARG_group",65,4296,5
-0.426854744602374,0.161302122629787,"Kuala_Lumpur_Sewage","Kuala_Lumpur","Sewage","Combined_ARG_group",174,15470,5
-0.0306794611135177,-0.3643123064456,"Oslo_Sewage","Oslo","Sewage","Combined_ARG_group",48,15774,4
-0.14483238683018,-0.0746901332469036,"Rio_de_Janeiro_Sewage","Rio_de_Janeiro","Sewage","Combined_ARG_group",64,6342,3
0.378358474903883,0.189592459578546,"Barcelona_Transit","Barcelona","Transit","Combined_ARG_group",13,14498,5
0.329726561349364,0.223596586326626,"Berlin_Transit","Berlin","Transit","Combined_ARG_group",25,7758,5
0.348119015400249,0.135783055249779,"Bogota_Transit","Bogota","Transit","Combined_ARG_group",23,5885,5
-0.0214220204276765,0.10186150188705,"Hanoi_Transit","Hanoi","Transit","Combined_ARG_group",66,10875,5
0.319101559461118,-0.0431455358299646,"Hong_Kong_Transit","Hong_Kong","Transit","Combined_ARG_group",33,9012,5
0.126746124515759,-0.0598448003563488,"Ilorin_Transit","Ilorin","Transit","Combined_ARG_group",48,27929,5
-0.0499907383182342,0.0895979200747556,"Kuala_Lumpur_Transit","Kuala_Lumpur","Transit","Combined_ARG_group",71,24455,5
0.208339134099061,0.075458776925261,"Lisbon_Transit","Lisbon","Transit","Combined_ARG_group",25,22076,5
0.372454701690911,0.0542118124535605,"Oslo_Transit","Oslo","Transit","Combined_ARG_group",16,4016,5
0.318069270469779,0.166933616125656,"Porto_Transit","Porto","Transit","Combined_ARG_group",17,5094,5
0.222898981006119,0.0316935673479538,"Rio_de_Janeiro_Transit","Rio_de_Janeiro","Transit","Combined_ARG_group",38,19925,5
0.380358657358575,0.251751570224863,"Santiago_Transit","Santiago","Transit","Combined_ARG_group",11,3724,5
0.304405629994201,-0.00856230344629343,"Singapore_Transit","Singapore","Transit","Combined_ARG_group",14,2268,5
0.328158293235717,-0.053764534031182,"Sofia_Transit","Sofia","Transit","Combined_ARG_group",33,12333,5
0.298835566399768,-0.0819640788901687,"Taipei_Transit","Taipei","Transit","Combined_ARG_group",30,3129,5
0.270110692416425,-0.0595117166928316,"Vienna_Transit","Vienna","Transit","Combined_ARG_group",35,8841,5
