profile_id	Barcelona_Sewage_1M	Berlin_Sewage_1M	Bogota_Sewage_1M	Hanoi_Sewage_1M	Hong_Kong_Sewage_1M	Ilorin_Sewage_1M	Kuala_Lumpur_Sewage_1M	Lisbon_Sewage_1M	Oslo_Sewage_1M	Porto_Sewage_1M	Rio_de_Janeiro_Sewage_1M	Santiago_Sewage_1M	Singapore_Sewage_1M	Sofia_Sewage_1M	Taipei_Sewage_1M	Vienna_Sewage_1M	Barcelona_Transit_5M	Berlin_Transit_5M	Bogota_Transit_5M	Hanoi_Transit_5M	Hong_Kong_Transit_5M	Ilorin_Transit_5M	Kuala_Lumpur_Transit_5M	Lisbon_Transit_5M	Oslo_Transit_5M	Porto_Transit_5M	Rio_de_Janeiro_Transit_5M	Santiago_Transit_5M	Singapore_Transit_5M	Sofia_Transit_5M	Taipei_Transit_5M	Vienna_Transit_5M
Rio_de_Janeiro_Sewage_1M	0.375	0.45454545454545453	0.7499999999999999	0.7058823529411764	0.7000000000000001	0.2857142857142857	0.45454545454545453	0.4444444444444445	0.42857142857142855	0.2857142857142857	0	0.6	0.7272727272727273	0.5	0.5454545454545454	0.5833333333333334	0.6	0.7499999999999999	0.6428571428571429	0.76	0.7368421052631579	0.7499999999999999	0.7777777777777778	0.7499999999999999	0.7272727272727273	0.6923076923076924	0.7058823529411764	0.5555555555555556	0.5555555555555556	0.7058823529411764	0.7142857142857143	0.7368421052631579
Santiago_Sewage_1M	0.5	0.5384615384615384	0.6923076923076924	0.5882352941176471	0.7272727272727273	0.6	0.5384615384615384	0.5454545454545454	0.375	0.4444444444444445	0.6	0	0.6363636363636364	0.45454545454545453	0.5	0.5384615384615384	0.7692307692307693	0.7777777777777778	0.6875000000000001	0.7307692307692308	0.7000000000000001	0.65	0.7037037037037037	0.625	0.7692307692307693	0.6428571428571429	0.6666666666666666	0.7499999999999999	0.6363636363636364	0.6666666666666666	0.6666666666666666	0.5555555555555556
Singapore_Sewage_1M	0.6818181818181819	0.5	0.7083333333333333	0.4166666666666667	0.17391304347826084	0.7272727272727273	0.5	0.6363636363636364	0.7727272727272727	0.7272727272727273	0.7272727272727273	0.6363636363636364	0	0.5909090909090909	0.5454545454545454	0.5	0.6956521739130436	0.56	0.5416666666666666	0.32142857142857145	0.5185185185185185	0.4230769230769231	0.1851851851851852	0.56	0.7499999999999999	0.5652173913043478	0.5384615384615384	0.7391304347826086	0.7391304347826086	0.5384615384615384	0.5833333333333334	0.4
Sofia_Sewage_1M	0.2222222222222222	0.4615384615384615	0.7142857142857143	0.6111111111111112	0.6818181818181819	0.33333333333333337	0.4615384615384615	0.3	0.4444444444444445	0.33333333333333337	0.5	0.45454545454545453	0.5909090909090909	0	0.2727272727272727	0.33333333333333337	0.5833333333333334	0.6470588235294118	0.42857142857142855	0.6399999999999999	0.5789473684210525	0.6666666666666666	0.6666666666666666	0.5625	0.5833333333333334	0.5714285714285715	0.5294117647058824	0.5454545454545454	0.5454545454545454	0.5294117647058824	0.5	0.5
Taipei_Sewage_1M	0.3	0.3846153846153846	0.6428571428571429	0.5555555555555556	0.5714285714285715	0.4	0.25	0.3636363636363636	0.5	0.4	0.5454545454545454	0.5	0.5454545454545454	0.2727272727272727	0	0.0909090909090909	0.6153846153846153	0.5	0.4666666666666667	0.6	0.5263157894736842	0.5499999999999999	0.6296296296296297	0.5	0.6153846153846153	0.5	0.47058823529411764	0.5833333333333334	0.5833333333333334	0.47058823529411764	0.42857142857142855	0.4444444444444445
Vienna_Sewage_1M	0.3636363636363636	0.42857142857142855	0.6666666666666666	0.5	0.5238095238095238	0.45454545454545453	0.16666666666666669	0.2727272727272727	0.5454545454545454	0.45454545454545453	0.5833333333333334	0.5384615384615384	0.5	0.33333333333333337	0.0909090909090909	0	0.5384615384615384	0.43750000000000006	0.4	0.56	0.4736842105263158	0.5	0.5925925925925926	0.43750000000000006	0.6428571428571429	0.42857142857142855	0.4117647058823529	0.6153846153846153	0.6153846153846153	0.4117647058823529	0.4666666666666667	0.4736842105263158
Barcelona_Transit_5M	0.6363636363636364	0.7333333333333334	0.8666666666666666	0.6666666666666666	0.7272727272727273	0.4444444444444445	0.6428571428571429	0.4	0.7000000000000001	0.6	0.6	0.7692307692307693	0.6956521739130436	0.5833333333333334	0.6153846153846153	0.5384615384615384	0	0.5333333333333333	0.3846153846153846	0.6799999999999999	0.5555555555555556	0.5789473684210525	0.7037037037037037	0.625	0.4	0.4166666666666667	0.5	0.33333333333333337	0.6363636363636364	0.5	0.4615384615384615	0.631578947368421
Berlin_Transit_5M	0.6875000000000001	0.6842105263157895	0.7222222222222222	0.6363636363636364	0.5833333333333334	0.6666666666666666	0.5294117647058824	0.625	0.8125000000000001	0.7499999999999999	0.7499999999999999	0.7777777777777778	0.56	0.6470588235294118	0.5	0.43750000000000006	0.5333333333333333	0	0.4117647058823529	0.44000000000000006	0.4	0.35	0.48148148148148145	0.4444444444444445	0.625	0.43750000000000006	0.33333333333333337	0.5	0.7647058823529412	0.4210526315789474	0.5555555555555556	0.47619047619047616
Bogota_Transit_5M	0.4615384615384615	0.5882352941176471	0.7058823529411764	0.6190476190476191	0.5652173913043478	0.5384615384615384	0.5	0.3846153846153846	0.6153846153846153	0.5384615384615384	0.6428571428571429	0.6875000000000001	0.5416666666666666	0.42857142857142855	0.4666666666666667	0.4	0.3846153846153846	0.4117647058823529	0	0.4799999999999999	0.27777777777777773	0.47619047619047616	0.5185185185185185	0.3125	0.5	0.2857142857142857	0.29411764705882354	0.4615384615384615	0.5714285714285715	0.29411764705882354	0.43750000000000006	0.5238095238095238
Hanoi_Transit_5M	0.72	0.6153846153846153	0.6923076923076924	0.48148148148148145	0.33333333333333337	0.76	0.56	0.6799999999999999	0.8	0.76	0.76	0.7307692307692308	0.32142857142857145	0.6399999999999999	0.6	0.56	0.6799999999999999	0.44000000000000006	0.4799999999999999	0	0.3461538461538462	0.42857142857142855	0.14285714285714288	0.5	0.7307692307692308	0.56	0.4230769230769231	0.72	0.7692307692307693	0.4230769230769231	0.5769230769230769	0.46428571428571425
Hong_Kong_Transit_5M	0.6111111111111112	0.6190476190476191	0.7142857142857143	0.5833333333333334	0.5384615384615384	0.6666666666666666	0.5499999999999999	0.5555555555555556	0.7222222222222222	0.6666666666666666	0.7368421052631579	0.7000000000000001	0.5185185185185185	0.5789473684210525	0.5263157894736842	0.4736842105263158	0.5555555555555556	0.4	0.27777777777777773	0.3461538461538462	0	0.4583333333333333	0.39285714285714285	0.4	0.5555555555555556	0.3888888888888889	0.3	0.6111111111111112	0.6111111111111112	0.1111111111111111	0.33333333333333337	0.4347826086956522
Ilorin_Transit_5M	0.7000000000000001	0.6363636363636364	0.7272727272727273	0.4782608695652174	0.5	0.6842105263157895	0.5714285714285715	0.5789473684210525	0.7368421052631579	0.6842105263157895	0.7499999999999999	0.65	0.4230769230769231	0.6666666666666666	0.5499999999999999	0.5	0.5789473684210525	0.35	0.47619047619047616	0.42857142857142855	0.4583333333333333	0	0.3571428571428571	0.42857142857142855	0.7142857142857143	0.5714285714285715	0.25	0.631578947368421	0.761904761904762	0.4782608695652174	0.5909090909090909	0.391304347826087
Kuala_Lumpur_Transit_5M	0.7407407407407407	0.5925925925925926	0.7142857142857143	0.46428571428571425	0.25925925925925924	0.7777777777777778	0.5925925925925926	0.7037037037037037	0.8148148148148148	0.7777777777777778	0.7777777777777778	0.7037037037037037	0.1851851851851852	0.6666666666666666	0.6296296296296297	0.5925925925925926	0.7037037037037037	0.48148148148148145	0.5185185185185185	0.14285714285714288	0.39285714285714285	0.3571428571428571	0	0.5357142857142857	0.7499999999999999	0.5925925925925926	0.46428571428571425	0.7407407407407407	0.7857142857142858	0.46428571428571425	0.6071428571428571	0.39285714285714285
Lisbon_Transit_5M	0.6	0.6111111111111112	0.5625	0.5	0.6399999999999999	0.6666666666666666	0.5294117647058824	0.5333333333333333	0.7333333333333334	0.6666666666666666	0.7499999999999999	0.625	0.56	0.5625	0.5	0.43750000000000006	0.625	0.4444444444444445	0.3125	0.5	0.4	0.42857142857142855	0.5357142857142857	0	0.7058823529411764	0.43750000000000006	0.33333333333333337	0.6	0.6875000000000001	0.4210526315789474	0.5555555555555556	0.5454545454545454
Oslo_Transit_5M	0.6363636363636364	0.7333333333333334	0.7857142857142858	0.8	0.782608695652174	0.6	0.7333333333333334	0.6666666666666666	0.7000000000000001	0.7272727272727273	0.7272727272727273	0.7692307692307693	0.7499999999999999	0.5833333333333334	0.6153846153846153	0.6428571428571429	0.4	0.625	0.5	0.7307692307692308	0.5555555555555556	0.7142857142857143	0.7499999999999999	0.7058823529411764	0	0.4166666666666667	0.5882352941176471	0.5	0.5	0.5	0.33333333333333337	0.5555555555555556
Porto_Transit_5M	0.6153846153846153	0.625	0.5714285714285715	0.5789473684210525	0.5909090909090909	0.5833333333333334	0.5333333333333333	0.5384615384615384	0.6666666666666666	0.6923076923076924	0.6923076923076924	0.6428571428571429	0.5652173913043478	0.5714285714285715	0.5	0.42857142857142855	0.4166666666666667	0.43750000000000006	0.2857142857142857	0.56	0.3888888888888889	0.5714285714285715	0.5925925925925926	0.43750000000000006	0.4166666666666667	0	0.4117647058823529	0.5	0.5	0.4117647058823529	0.4666666666666667	0.5499999999999999
Rio_de_Janeiro_Transit_5M	0.5625	0.5789473684210525	0.6111111111111112	0.5454545454545454	0.56	0.625	0.5	0.5	0.6875000000000001	0.625	0.7058823529411764	0.6666666666666666	0.5384615384615384	0.5294117647058824	0.47058823529411764	0.4117647058823529	0.5	0.33333333333333337	0.29411764705882354	0.4230769230769231	0.3	0.25	0.46428571428571425	0.33333333333333337	0.5882352941176471	0.4117647058823529	0	0.5625	0.7222222222222222	0.3157894736842105	0.4444444444444445	0.45454545454545453
Santiago_Transit_5M	0.6	0.7142857142857143	0.7692307692307693	0.7222222222222222	0.7727272727272727	0.375	0.7142857142857143	0.5	0.6666666666666666	0.5555555555555556	0.5555555555555556	0.7499999999999999	0.7391304347826086	0.5454545454545454	0.5833333333333334	0.6153846153846153	0.33333333333333337	0.5	0.4615384615384615	0.72	0.6111111111111112	0.631578947368421	0.7407407407407407	0.6	0.5	0.5	0.5625	0	0.6	0.5625	0.5384615384615384	0.6111111111111112
Singapore_Transit_5M	0.6	0.7142857142857143	0.6666666666666666	0.6470588235294118	0.7727272727272727	0.375	0.7142857142857143	0.5	0.5	0.5555555555555556	0.5555555555555556	0.6363636363636364	0.7391304347826086	0.5454545454545454	0.5833333333333334	0.6153846153846153	0.6363636363636364	0.7647058823529412	0.5714285714285715	0.7692307692307693	0.6111111111111112	0.761904761904762	0.7857142857142858	0.6875000000000001	0.5	0.5	0.7222222222222222	0.6	0	0.6470588235294118	0.6428571428571429	0.6842105263157895
Sofia_Transit_5M	0.5625	0.5789473684210525	0.7499999999999999	0.6086956521739131	0.56	0.625	0.5	0.5	0.6875000000000001	0.625	0.7058823529411764	0.6666666666666666	0.5384615384615384	0.5294117647058824	0.47058823529411764	0.4117647058823529	0.5	0.4210526315789474	0.29411764705882354	0.4230769230769231	0.1111111111111111	0.4782608695652174	0.46428571428571425	0.4210526315789474	0.5	0.4117647058823529	0.3157894736842105	0.5625	0.6470588235294118	0	0.25	0.38095238095238093
Taipei_Transit_5M	0.5384615384615384	0.5625	0.7647058823529412	0.7272727272727273	0.6086956521739131	0.6153846153846153	0.5625	0.5714285714285715	0.6923076923076924	0.6153846153846153	0.7142857142857143	0.6666666666666666	0.5833333333333334	0.5	0.42857142857142855	0.4666666666666667	0.4615384615384615	0.5555555555555556	0.43750000000000006	0.5769230769230769	0.33333333333333337	0.5909090909090909	0.6071428571428571	0.5555555555555556	0.33333333333333337	0.4666666666666667	0.4444444444444445	0.5384615384615384	0.6428571428571429	0.25	0	0.4210526315789474
Vienna_Transit_5M	0.6111111111111112	0.6190476190476191	0.7142857142857143	0.45454545454545453	0.5384615384615384	0.6666666666666666	0.5499999999999999	0.631578947368421	0.7222222222222222	0.6666666666666666	0.7368421052631579	0.5555555555555556	0.4	0.5	0.4444444444444445	0.4736842105263158	0.631578947368421	0.47619047619047616	0.5238095238095238	0.46428571428571425	0.4347826086956522	0.391304347826087	0.39285714285714285	0.5454545454545454	0.5555555555555556	0.5499999999999999	0.45454545454545453	0.6111111111111112	0.6842105263157895	0.38095238095238093	0.4210526315789474	0
